correction_id,change_kind,source_id,target_id,description,evidence,status
correction.o009.random.martingales.convergence.upcrossing-discrete-continuous-references,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Cite the separate discrete- and continuous-time upcrossing characterizations used by the theorem.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.upcrossing-limit-bound,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use the non-strict bound justified after passing to the increasing limit.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.upcrossing-time-domain,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use the general time index t in the first martingale-convergence proof.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.continuous-maximal-threshold-proof,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Replace the false closed-threshold grid identity and signed monotone-convergence step with a relaxed threshold and dominated convergence.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.continuous-submartingale-upcrossing-reflow,deterministic-output,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Reflow the continuous submartingale bound into readable mobile lines without changing its mathematics.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.continuous-supermartingale-upcrossing-reflow,deterministic-output,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Reflow the continuous supermartingale bound into readable mobile lines without changing its mathematics.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.continuous-upcrossing-alternation,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Require alternating times tending to infinity rather than permitting two fixed repeated times.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.continuous-upcrossing-measurability-proof,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use measurable entrance times and deterministic relaxed dyadic grids instead of an unjustified path-dependent cofinal family.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.discrete-maximal-index-conclusion,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use U_n throughout the discrete maximal-inequality conclusion.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.discrete-maximal-index-first,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use the fixed discrete index n in the first-passage identity.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.discrete-maximal-index-second,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use the fixed discrete index n in the expectation decomposition.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.discrete-submartingale-upcrossing-reflow,deterministic-output,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Reflow the discrete submartingale bound into readable mobile lines without changing its mathematics.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.discrete-supermartingale-upcrossing-reflow,deterministic-output,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Reflow the discrete supermartingale bound into readable mobile lines without changing its mathematics.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.favicon-svg-mime,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use the registered SVG media type for the local favicon.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.finite-upcrossing-index-set,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Exclude failed crossings whose terminal time is infinity.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.lp-maximal-missing-factor,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Retain the factor 1/x when replacing the event by its truncated equivalent.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.nonnegative-supermartingale-maximal-proof,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Replace the sign-reversed Y=-X argument with valid stopped-process and dyadic-grid proofs.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.red-black-fair-case-introduction,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Scope the displayed x/a optimality argument to the fair case it actually proves.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.red-black-nonnegative-bets,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,State the nonnegative-stake condition needed to preserve the supermartingale direction and prevent debt.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.red-black-optimality-scope,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Distinguish the fair-case proof from the separate subfair bold-play optimality theorem.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.red-black-valid-supermartingale-proof,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Prove the fortune process is a nonnegative supermartingale directly and invoke the correct all-time maximal inequality.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.submartingale-upcrossing-proof,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Supply the omitted submartingale half using the truncated process and complementary predictable transforms.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.total-upcrossing-limit-notation,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use the defined total-upcrossing notation in the convergence statement.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.total-upcrossing-monotonicity-notation,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use the defined total-upcrossing notation in the interval comparison.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.total-upcrossing-prose-notation,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Use the defined u_infinity notation for the total number of upcrossings.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.translate-finite-subset-comparison,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Translate both finite-subset conditions in the monotonicity proof.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.translate-finite-subset-definition,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Translate the finite-subset condition inside the continuous upcrossing definition.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.translate-iff-in-math,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,Translate the remaining prose connector inside the discrete duality display.,authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.inequalities.upcrossing-transform-convention,source-content-repair,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.inequalities,"Respect the edition's transform convention, which includes X_0, and exclude the undefined crossing index zero.",authority/random/static/martingales/Inequalities.html; build/site/martingales/Inequalities.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.branching-offspring-mean-symbol,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the previously defined offspring-mean symbol m in the branching-process proof.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.branching-sum-lower-index,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the same offspring-sum lower index in the proof as in the branching-process definition.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.density-index-domain,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,"Include n=0 in the density construction, consistently with the process and proof.",authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.expectation-macro-adapted-difference,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the expectation macro in the martingale-difference calculation.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.expectation-macro-independent-increments,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the expectation macro in the independent-increment calculation.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.expectation-macro-partial-product,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the expectation macro in the partial-product calculation.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.expectation-macro-second-moment,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the page's expectation macro in the second-moment calculation.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.expectation-macro-zero-increment,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the expectation macro for the zero-mean increment.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.expectation-macro-zero-mean,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Use the expectation macro in the zero-mean qualification.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.partial-product-input-sequence,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Associate the partial-product process with its input sequence V rather than with itself.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.second-moment-variance-identity,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Remove the spurious square on the increment variance and close the expected-square bracket.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.stationary-increment-time-order,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Restrict stationary-increment comparisons to ordered times so that t-s is in the time domain.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.stationary-increment-variance-rate,source-content-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Define the stationary-increment variance rate from the unit increment rather than the level at time one.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-basic-assumptions-reference-definition,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty basic-assumptions reference in the definition.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-basic-assumptions-reference-increments,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty basic-assumptions reference in the increments discussion.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-independent-increments-reference,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty independent-increments section reference.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-partial-products-reference,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty partial-products reference in the likelihood-ratio proof.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-partial-sums-reference-increments,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty partial-sums reference in the increments discussion.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-partial-sums-reference-products,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty partial-sums reference in the partial-product discussion.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-partial-sums-reference-random-walk,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty partial-sums reference in the random-walk discussion.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-random-walk-reference-increments,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty random-walk reference in the increments discussion.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.introduction.visible-random-walk-reference-simple,source-link-repair,unit.o009.random.martingales.introduction,unit.o009.random.martingales.introduction,Supply visible Indonesian text for the empty discrete-time-random-walk section reference.,authority/random/static/martingales/Introduction.html; build/site/martingales/Introduction.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.branching-state-function-exception,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Qualify the state-only representation claim by its m=1 exception and give the correct space-time function.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.de-moivre-alignment-equality,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Restore the missing equality sign in the harmonic-function calculation.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.doob-meyer-hypotheses,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,"State the cadlag sub/supermartingale and class-D hypotheses, predictable monotonicity, and normalization required by Doob-Meyer.",authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.doob-normalization-and-reference,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,State the zero-at-origin normalization required for uniqueness and expose the heading reference.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.favicon-svg-mime,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Use the registered SVG media type for the local favicon.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.filtration-command,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Use the page's defined mathfrak command for the filtration in all three expectation relations.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.harmonic-converse-every-start,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Derive the harmonic converse from the explicitly quantified every-start martingale property.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.harmonic-every-start-scope,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Require the martingale assertions under every initial-state law so the harmonic converse is global on the state space.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.identity-function-introduction,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Complete the truncated sentence introducing the harmonicity classification.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.independent-increments-preliminaries-reference,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Supply visible text for the independent-increments section's heading reference.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.preliminaries-reference-sampling,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Supply visible text for the empty reference whose target is a heading rather than a unit.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.random-walk-heading-reference,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Supply visible text for the random-walk heading reference.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.properties.simple-walk-transform-reference,source-content-repair,unit.o009.random.martingales.properties,unit.o009.random.martingales.properties,Point to the transform result rather than the random-walk proposition and close the unbounded-bet integrability condition.,authority/random/static/martingales/Properties.html; build/site/martingales/Properties.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.continuous-proof-time-word,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Translate the remaining prose word inside the continuous-time limit display.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.exit-time-optional-stopping-reference,source-link-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Cite the unbounded-time discrete theorem whose finite-mean and bounded-increment hypotheses were established.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.favicon-svg-mime,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Use the registered SVG media type for the local favicon.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.optional-stopping-canonical-term,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Use the edition's canonical Indonesian term for optional stopping consistently.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.optional-stopping-missing-variables,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Restore the two stopping-time variables omitted from the optional-stopping theorem premise.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.pattern-example-gambler-index,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Correct the repeated gambler index in the 001 pattern accounting example.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.pattern-terminal-wealth-statement,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,State the deterministic terminal-wealth identity proved by the fair-game accounting argument.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.pattern-valid-net-gain-proof,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Use net gain rather than injected total wealth as the martingale and justify integrability and bounded increments correctly.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.remove-empty-summary,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Remove the stray second empty summary from the stopped-martingale proof panel.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.restricted-expectation-separator,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Use the page's semicolon notation consistently for expectation restricted to an event.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.secretary-expectation-macro,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Use the page's defined expectation macro in the secretary upper-bound calculation.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.secretary-filtration-and-initialization,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Include the time-zero sigma-algebra and initialize the comparison process at a_n so the supermartingale proof also works at k=1.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.secretary-sequence-count,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Describe the eleven displayed sequence terms without calling them ten terms.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.stopped-process-expectation-macros,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Use the page's defined expectation macro in all three stopped-process expectation relations.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.stopped-process-notation,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Use superscript stopping notation for the stopped process rather than a subscripted process.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.stopped-process-time-domain,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Define the stopped process on the page's actual discrete-or-continuous time set T.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.stopping-time-sigma-algebra-quantifier,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Translate the prose quantifier inside the stopping-time sigma-algebra display.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.unbounded-counterexample-reference,source-link-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Point to the example that actually violates the bounded-stopping-time identity.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.wald-integrability-hypothesis,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,State the integrability hypothesis used by Wald's equation explicitly.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.stop.wald-valid-martingale-proof,source-content-repair,unit.o009.random.martingales.stop,unit.o009.random.martingales.stop,Replace an invalid bounded-increment invocation with bounded stopping followed by an explicit L1 convergence argument.,authority/random/static/martingales/Stop.html; build/site/martingales/Stop.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.probability-revisited.fragment-tai1,source-link-repair,unit.o009.random.prob.probability-revisited,unit.o009.random.prob.probability-revisited,Rewrite the upstream broken #tai1 reference to its intended limsup/liminf result #tai12 in the built reader only.,authority/random/static/prob/Probability2.html:486; built prob/Probability2.html,accepted
